team_name,league,country,season,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start
Chelsea FC,Premier League,England,2023,Departures,Denis Zakaria,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,Defensive Midfield,26,Switzerland,Juventus,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Arrivals,Dominik Szoboszlai,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,Attacking Midfield,22,Hungary,Leipzig,Bundesliga,Germany,7e+07,FALSE,"",Summer,48,45,7,2704,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Arrivals,Alexis Mac Allister,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,Central Midfield,24,Argentina,Brighton,Premier League,England,4.2e+07,FALSE,"",Summer,50,46,7,3501,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Arrivals,Ryan Gravenberch,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,Defensive Midfield,21,Netherlands,Bayern Munich,Bundesliga,Germany,4e+07,FALSE,"",Summer,46,38,4,1839,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Arrivals,Wataru Endo,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,Defensive Midfield,30,Japan,Stuttgart,Bundesliga,Germany,2e+07,FALSE,"",Summer,48,43,2,2758,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Arrivals,Sepp van den Berg,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231,Centre-Back,21,Netherlands,FC Schalke 04,Bundesliga,Germany,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Departures,Naby Keïta,https://www.transfermarkt.com/naby-keita/profil/spieler/302215,Central Midfield,28,Guinea,Werder Bremen,Bundesliga,Germany,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Departures,James Milner,https://www.transfermarkt.com/james-milner/profil/spieler/3333,Central Midfield,37,England,Brighton,Premier League,England,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Departures,Fábio Carvalho,https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263,Attacking Midfield,20,Portugal,Leipzig,Bundesliga,Germany,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Departures,Sepp van den Berg,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231,Centre-Back,21,Netherlands,Mainz,Bundesliga,Germany,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Liverpool FC,Premier League,England,2023,Departures,Arthur Melo,https://www.transfermarkt.com/arthur-melo/profil/spieler/362842,Defensive Midfield,26,Brazil,Juventus,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Brennan Johnson,https://www.transfermarkt.com/brennan-johnson/profil/spieler/470607,Right Winger,22,Wales,Nott'm Forest,Premier League,England,5.5e+07,FALSE,"",Summer,34,34,5,2248,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Micky van de Ven,https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459,Centre-Back,22,Netherlands,Wolfsburg,Bundesliga,Germany,4e+07,FALSE,"",Summer,31,29,3,2523,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,Attacking Midfield,23,Sweden,Juventus,Serie A,Italy,3e+07,FALSE,"",Summer,39,39,8,2964,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Guglielmo Vicario,https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047,Goalkeeper,26,Italy,FC Empoli,Serie A,Italy,18500000,FALSE,"",Summer,41,40,0,3600,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Destiny Udogie,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385,Left-Back,20,Italy,Udinese,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,31,30,2,2578,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Tanguy Ndombélé,https://www.transfermarkt.com/tanguy-ndombele/profil/spieler/450936,Central Midfield,26,France,Napoli,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Bryan Gil,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,Left Winger,22,Spain,Sevilla FC,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,26,12,0,233,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Giovani Lo Celso,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,Attacking Midfield,27,Argentina,Villarreal,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,30,24,2,597,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,Left-Back,27,Spain,Brentford,Premier League,England,,TRUE,End of loan 31/05/2024,Summer,0,0,0,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Harry Winks,https://www.transfermarkt.com/harry-winks/profil/spieler/249126,Central Midfield,27,England,Sampdoria,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,Left-Back,26,Spain,Atlético,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,0,0,0,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Djed Spence,https://www.transfermarkt.com/djed-spence/profil/spieler/483348,Left-Back,22,England,Stade Rennais,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Arrivals,Joe Rodon,https://www.transfermarkt.com/joe-rodon/profil/spieler/297212,Centre-Back,25,Wales,Stade Rennais,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,0,0,0,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Departures,Harry Kane,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Centre-Forward,30,England,Bayern Munich,Bundesliga,Germany,9.5e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Departures,Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,Left-Back,26,Spain,Man Utd,Premier League,England,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Departures,Japhet Tanganga,https://www.transfermarkt.com/japhet-tanganga/profil/spieler/346478,Centre-Back,24,England,Augsburg,Bundesliga,Germany,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Departures,Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,Attacking Midfield,23,Sweden,Juventus,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,39,39,8,2964,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Departures,Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,Left Winger,26,Netherlands,Villarreal,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Tottenham Hotspur,Premier League,England,2023,Departures,Clément Lenglet,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,Centre-Back,28,France,Barcelona,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,Rasmus Højlund,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442,Centre-Forward,20,Denmark,Atalanta,Serie A,Italy,77800000,FALSE,"",Summer,43,43,16,3088,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,Attacking Midfield,24,England,Chelsea,Premier League,England,67700000,FALSE,"",Summer,21,20,1,756,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,André Onana,https://www.transfermarkt.com/andre-onana/profil/spieler/234509,Goalkeeper,27,Cameroon,Inter,Serie A,Italy,50200000,FALSE,"",Summer,51,51,0,4650,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,Sofyan Amrabat,https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579,Defensive Midfield,27,Morocco,Fiorentina,Serie A,Italy,1e+07,TRUE,"",Summer,39,30,0,1545,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,Left-Back,26,Spain,Tottenham,Premier League,England,,TRUE,loan transfer,Summer,20,12,0,655,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,Alex Telles,https://www.transfermarkt.com/alex-telles/profil/spieler/255755,Left-Back,30,Brazil,Sevilla FC,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Arrivals,Eric Bailly,https://www.transfermarkt.com/eric-bailly/profil/spieler/286384,Centre-Back,29,Cote d'Ivoire,Marseille,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Anthony Elanga,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,Right Winger,21,Sweden,Nott'm Forest,Premier League,England,22930000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,Goalkeeper,26,England,Crystal Palace,Premier League,England,17500000,FALSE,"",Summer,3,0,0,0,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Matej Kovar,https://www.transfermarkt.com/matej-kovar/profil/spieler/550829,Goalkeeper,23,Czech Republic,Leverkusen,Bundesliga,Germany,5e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Teden Mengi,https://www.transfermarkt.com/teden-mengi/profil/spieler/548470,Centre-Back,21,England,Luton,Premier League,England,,FALSE,?,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Álvaro Carreras,https://www.transfermarkt.com/alvaro-carreras/profil/spieler/811778,Left-Back,20,Spain,Granada CF,LaLiga,Spain,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Mason Greenwood,https://www.transfermarkt.com/mason-greenwood/profil/spieler/532826,Right Winger,21,England,Getafe,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Marcel Sabitzer,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,Central Midfield,29,Austria,Bayern Munich,Bundesliga,Germany,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Wout Weghorst,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645,Centre-Forward,30,Netherlands,Burnley,Premier League,England,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Manchester United,Premier League,England,2023,Departures,Jack Butland,https://www.transfermarkt.com/jack-butland/profil/spieler/128899,Goalkeeper,30,England,Crystal Palace,Premier League,England,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Arrivals,Moussa Diaby,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Right Winger,24,France,Leverkusen,Bundesliga,Germany,5.5e+07,FALSE,"",Summer,55,54,10,3144,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Arrivals,Pau Torres,https://www.transfermarkt.com/pau-torres/profil/spieler/399776,Centre-Back,26,Spain,Villarreal,LaLiga,Spain,3.3e+07,FALSE,"",Summer,50,39,2,3211,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Arrivals,Clément Lenglet,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,Centre-Back,28,France,Barcelona,LaLiga,Spain,,TRUE,loan transfer,Summer,47,25,0,2071,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Arrivals,Morgan Sanson,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,Central Midfield,28,France,R. Strasbourg,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Departures,Cameron Archer,https://www.transfermarkt.com/cameron-archer/profil/spieler/533662,Centre-Forward,21,England,Sheff Utd,Premier League,England,21550000,FALSE,"",Summer,2,1,0,5,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Departures,Marvelous Nakamba,https://www.transfermarkt.com/marvelous-nakamba/profil/spieler/324882,Defensive Midfield,29,Zimbabwe,Luton,Premier League,England,2900000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Departures,Keinan Davis,https://www.transfermarkt.com/keinan-davis/profil/spieler/412660,Centre-Forward,25,England,Udinese,Serie A,Italy,2300000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Departures,Ashley Young,https://www.transfermarkt.com/ashley-young/profil/spieler/14086,Right-Back,38,England,Everton,Premier League,England,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Aston Villa,Premier League,England,2023,Departures,Morgan Sanson,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,Central Midfield,28,France,Nice,Ligue 1,France,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023,2023
Newcastle United,Premier League,England,2023,Arrivals,Sandro Tonali,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,Defensive Midfield,23,Italy,AC Milan,Serie A,Italy,60800000,FALSE,"",Summer,13,12,1,692,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2023,2023
Newcastle United,Premier League,England,2023,Arrivals,Lewis Hall,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858,Left-Back,18,England,Chelsea,Premier League,England,,TRUE,loan transfer,Summer,46,22,2,967,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2023,2023
Newcastle United,Premier League,England,2023,Arrivals,Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Centre-Forward,31,New Zealand,Nott'm Forest,Premier League,England,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2023,2023
